,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
1133,3018060,3428912,649577541.9142388,3018060,51.052311570190184,-114.73026646620522,195,649577541.9142376,195,51.125,245.125,585,486783099.2995025,585,165564737.64073893,0.25488063696419805,0.34012014361014636,0.254880636964198,0.34012014361014636
1043,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.625,245.875,492,491977276.87451535,492,14012422.489849778,0.021703814795487116,0.028481848956255378,0.021703814795487095,0.02848184895625538
1045,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.875,245.125,537,489385021.72829884,537,1706392.5178017155,0.00264302815602375,0.0034868098573500803,0.0026430281560237477,0.003486809857350082
1042,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.625,245.125,489,491977276.87451535,489,32090057.845762603,0.04970423014046348,0.06522670731792264,0.04970423014046344,0.06658662898301056
1047,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.875,245.375,538,489385021.7283366,538,126369947.56051698,0.1957341736987751,0.2582219355921899,0.19573417369877494,0.25822193559219
1040,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.625,245.375,490,491977276.87455344,490,143110040.6045522,0.22166287227677936,0.2908875009709911,0.22166287227677917,0.29088750097099164
1046,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.875,245.625,539,489385021.72833663,539,174770818.5462541,0.2707021915825954,0.3571233502999841,0.2707021915825952,0.35712335029998404
1041,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.625,245.625,491,491977276.8745534,491,131359304.7682628,0.2034621796780328,0.2670027884270708,0.2034621796780326,0.2670027884270706
1044,3018105,3428623,645620257.1707909,3018105,50.753457541387725,-114.48598905862848,178,645620257.1707988,178,50.875,245.875,540,489385021.72829884,540,22201272.837799124,0.0343875096718438,0.04536565659364423,0.03438750967184377,0.0453656565936442
500,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,51.875,246.375,734,478919800.7914906,734,268001563.1010857,0.4123001998781545,0.559595912840043,0.412300199878154,0.5595959128400432
502,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,52.125,246.375,782,476279682.92013264,782,9952406.988279313,0.015311027827806275,0.020896140115110123,0.015311027827806254,0.02089614011511012
503,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,52.125,246.125,781,476279682.92013264,781,9214540.732466934,0.014175876221843284,0.019346911201358386,0.014175876221843265,0.019346911201358372
504,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,51.625,246.375,686,481550441.34096086,686,179566876.9038393,0.2762501023586343,0.37289318311868663,0.2762501023586339,0.3728931831186866
496,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,51.625,246.625,687,481550441.34092367,687,10091378.584377227,0.015524825151170932,0.02095601564869676,0.015524825151170912,0.02095601564869677
501,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,51.875,246.125,733,478919800.7914906,733,173135474.65782407,0.266355874874115,0.3615124586030696,0.26635587487411466,0.3615124586030696
498,3018218,3426522,650015603.1461679,3018218,51.820259755014646,-113.6873475143026,90,650015603.1461716,90,51.625,246.125,685,481550441.34096086,685,53362.17829984927,8.209368827697127e-05,0.00011081326839043697,8.209368827697116e-05,0.00011081326839043697
803,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.625,244.625,679,481550441.34092367,679,142339000.83566678,0.21731558399113446,0.2955848206458083,0.2173155839911346,0.29558482064580843
804,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.375,244.125,629,484171556.7142416,629,33292073.52748718,0.05082855969499523,0.06876090316708998,0.050828559694995265,0.06876090316708995
806,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.375,244.625,631,484171556.71420425,631,2604026.323845626,0.003975688307297709,0.005378313301833889,0.003975688307297711,0.005378313301833889
805,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.375,244.375,630,484171556.7142416,630,78592791.29384865,0.11999127601882369,0.1623242633813662,0.11999127601882377,0.16232426338136613
807,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.625,244.375,678,481550441.34096086,678,314850761.40303445,0.4806973259798859,0.6538271681908915,0.48069732597988624,0.6538271681908916
802,3018261,342698,654987544.9405097,3018261,51.56207222877143,-115.60686862458475,141,654987544.940512,141,51.625,244.125,677,481550441.34096086,677,83308891.55662888,0.12719156600786244,0.17300138138102583,0.12719156600786252,0.17389746986164648
11,3018416,342532,664457910.4720428,3018416,52.365244578791234,-106.66815673669132,2,664457910.4720439,2,52.375,253.125,857,473630135.82255274,857,44982662.02209244,0.06769828654780538,0.09497423964370662,0.06769828654780531,0.32256076334118944
12,3018416,342532,664457910.4720428,3018416,52.365244578791234,-106.66815673669132,2,664457910.4720439,2,52.375,253.375,858,473630135.8225162,858,364408962.68619233,0.548430467818961,0.769395642558411,0.5484304678189604,0.7713619184366457
10,3018416,342532,664457910.4720428,3018416,52.365244578791234,-106.66815673669132,2,664457910.4720439,2,52.125,253.375,810,476279682.9200958,810,107123182.79828171,0.1612189141102697,0.2249165493298052,0.16121891411026953,0.22491654932980532
14,3018416,342532,664457910.4720428,3018416,52.365244578791234,-106.66815673669132,2,664457910.4720439,2,52.625,253.375,906,470971207.83614796,906,112477946.89798222,0.16927776029948338,0.23882128042339604,0.1692777602994832,0.9925910415410809
9,3018416,342532,664457910.4720428,3018416,52.365244578791234,-106.66815673669132,2,664457910.4720439,2,52.125,253.125,809,476279682.92013264,809,35465156.06749588,0.053374571223481625,0.07446287830304749,0.05337457122348156,0.088889409768071
28,3018561,342542,664330692.591617,3018561,51.832013359342376,-106.35132027464103,5,664330692.5916113,5,51.875,253.375,762,478919800.7914536,762,38705270.04540296,0.058262053036282825,0.08081785297128952,0.05826205303628289,0.0808178529712895
26,3018561,342542,664330692.591617,3018561,51.832013359342376,-106.35132027464103,5,664330692.5916113,5,51.875,253.875,764,478919800.7914906,764,99690416.13586442,0.1500614336317407,0.208156806152325,0.15006143363174088,1.0
30,3018561,342542,664330692.591617,3018561,51.832013359342376,-106.35132027464103,5,664330692.5916113,5,51.625,253.625,715,481550441.34096086,715,115695286.19557093,0.1741531551767293,0.24025579931646893,0.1741531551767295,0.24025579931646876
27,3018561,342542,664330692.591617,3018561,51.832013359342376,-106.35132027464103,5,664330692.5916113,5,51.875,253.625,763,478919800.79149055,763,389004490.5347919,0.585558510050547,0.8122539303906428,0.5855585100505477,0.9139413207156419
25,3018561,342542,664330692.591617,3018561,51.832013359342376,-106.35132027464103,5,664330692.5916113,5,51.625,253.875,716,481550441.34096086,716,21235229.67998026,0.03196484810469888,0.04409762271393018,0.03196484810469891,0.08174076122779407
304,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.875,248.125,549,489385021.72833663,549,43329284.12007999,0.06491229322648542,0.08853823103750932,0.06491229322648542,0.08853823103750942
299,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.625,248.125,501,491977276.8745534,501,430125644.7453542,0.6443781046223753,0.8742794941218994,0.6443781046223753,0.8742794941218986
300,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.625,247.875,500,491977276.87451535,500,51351881.01012126,0.07693107388118155,0.10437856263678448,0.07693107388118155,0.10437856263678445
298,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.375,248.125,453,494559817.85668886,453,274044.00471663027,0.0004105497044868652,0.0005541170042974284,0.0004105497044868652,0.0005784353190570049
303,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.875,248.375,550,489385021.7283366,550,47745357.47987688,0.0715280833246182,0.09756195093845944,0.0715280833246182,0.09756195093845947
301,3018570,342618,667505059.0016879,3018570,50.65796909652659,-111.84845991714917,55,667505059.0016874,55,50.625,248.375,502,491977276.8745534,502,94678847.64153852,0.14183989524085266,0.19244557033816048,0.14183989524085266,0.19495145900643832
1340,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,50.125,246.625,399,497132598.0371947,399,84055265.61797006,0.12499359010698627,0.1690801728750871,0.12499359010698607,0.169080172875087
1336,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,50.125,247.125,401,497132598.0372331,401,44432047.06692772,0.06607225660245326,0.08937665170691533,0.06607225660245317,0.08937665170691533
1337,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,50.125,246.875,400,497132598.0372331,400,196839263.283518,0.29270797029711865,0.3959492176949852,0.2927079702971182,0.39594921769498537
1338,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,49.875,246.375,350,499695571.02305037,350,1600676.1888609931,0.0023802704324775853,0.003203302734070372,0.0023802704324775814,0.003203302734070373
1339,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,50.125,246.375,398,497132598.0372331,398,15319150.9692454,0.022780198991216315,0.030815020036360725,0.02278019899121628,0.030815020036360746
1334,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,49.875,246.875,352,499695571.0230504,352,163913920.86950257,0.2437466503420512,0.32802756393040233,0.2437466503420508,0.3280275639304024
1333,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,49.875,246.625,351,499695571.0230118,351,163696308.0607108,0.24342305126679784,0.32759207316082517,0.24342305126679745,0.32759207316082517
1335,3018620,342924,672476608.9687088,3018620,50.00134977298699,-113.21034444640094,231,672476608.9687023,231,49.875,247.125,353,499695571.02305037,353,2619976.911967841,0.003896011960900453,0.005243146155175717,0.003896011960900447,0.005243146155175717
734,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,51.875,245.375,730,478919800.79149055,730,11633966.72595767,0.016949870131644,0.024292097981187463,0.016949870131644007,0.024292097981187463
739,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,52.125,245.375,778,476279682.92013264,778,334989217.7392477,0.48805569673089005,0.7033455966153862,0.4880556967308903,0.7050277605195083
736,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,51.875,245.625,731,478919800.79149055,731,4994236.873010925,0.0072762513765256415,0.01042812776744073,0.007276251376525645,0.010428127767440733
740,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,52.125,245.125,777,476279682.9200959,777,138799240.05636445,0.20222071703859,0.29142381049172406,0.20222071703859007,0.8938421549112487
738,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,52.125,244.875,776,476279682.92013264,776,17215400.23804809,0.0250816256546555,0.036145569201059,0.02508162565465551,1.0
741,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,52.125,245.625,779,476279682.92013264,779,77924715.26345561,0.11353082184891539,0.16361125208131713,0.11353082184891544,0.16361125208131702
737,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,51.875,244.875,728,478919800.7914906,728,73899848.91942409,0.10766687505969647,0.1543052694778811,0.1076668750596965,0.17921392723036242
735,3018830,342692,686374977.247644,3018830,52.057686737007565,-114.72524472621261,131,686374977.247644,131,51.875,245.125,729,478919800.7914536,729,26918351.43213508,0.039218142159082446,0.05620638651325406,0.03921814215908247,0.05620638651325408
1145,3019668,3428921,102942913.35316697,3019668,51.264684738862066,-114.80587432333911,197,102942913.3531671,197,51.375,245.125,633,484171556.71420425,633,55581372.66820524,0.5399242245799064,0.11479685639818303,0.5399242245799072,0.11479685639818307
1144,3019668,3428921,102942913.35316697,3019668,51.264684738862066,-114.80587432333911,197,102942913.3531671,197,51.375,245.375,634,484171556.7142416,634,1235191.8888437022,0.011998804469484162,0.002551145088377658,0.011998804469484179,0.0025511450883776566
1143,3019668,3428921,102942913.35316697,3019668,51.264684738862066,-114.80587432333911,197,102942913.3531671,197,51.125,245.125,585,486783099.2995025,585,36041129.79624192,0.350107925084608,0.07403940245276866,0.3501079250846085,0.07403940245276866
1142,3019668,3428921,102942913.35316697,3019668,51.264684738862066,-114.80587432333911,197,102942913.3531671,197,51.125,245.375,586,486783099.29954004,586,10085218.99987609,0.09796904586599998,0.020718096035766825,0.09796904586600012,0.020718096035766843
895,3019794,342748,730721402.1922402,3019794,49.56472020972056,-110.80669368076201,155,730721402.1922385,155,49.625,249.375,314,502248690.66659164,314,268037152.53449738,0.366811690105639,0.533674168824123,0.366811690105638,0.5920938880345554
897,3019794,342748,730721402.1922402,3019794,49.56472020972056,-110.80669368076201,155,730721402.1922385,155,49.625,248.875,312,502248690.66659164,312,75642071.02656674,0.10351697760546337,0.15060680581600622,0.10351697760546309,0.15060680581600608
894,3019794,342748,730721402.1922402,3019794,49.56472020972056,-110.80669368076201,155,730721402.1922385,155,49.625,249.625,315,502248690.66659164,315,27425942.956526097,0.03753269423099622,0.05460630055625629,0.03753269423099612,0.09322356265268106
