,S_1_hruid,S_1_PFAF,S_1_area_org,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
1277,3024800,3429181,191606002.24731505,3024800,49.75705530306366,-112.33838579947134,220,191606002.24732277,220,49.625,247.875,308,502248690.66655284,308,5140176.264518088,0.026826801896754824,0.0102343248674205,0.026826801896754807,0.011147284948314087
1276,3024800,3429181,191606002.24731505,3024800,49.75705530306366,-112.33838579947134,220,191606002.24732277,220,49.625,247.625,307,502248690.66659164,307,76035796.33096983,0.39683410456434304,0.1513907308151546,0.39683410456434276,0.18829940388055427
1279,3024800,3429181,191606002.24731505,3024800,49.75705530306366,-112.33838579947134,220,191606002.24732277,220,49.875,247.875,356,499695571.0230118,356,5902100.524335254,0.03080331751150933,0.011811392508947118,0.03080331751150931,0.011811392508947118
1278,3024800,3429181,191606002.24731505,3024800,49.75705530306366,-112.33838579947134,220,191606002.24732277,220,49.875,247.625,355,499695571.02305037,355,104527929.12749971,0.5455357760273934,0.20918322112300244,0.5455357760273931,0.2091832211230024
44,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.375,253.625,667,484171556.7142416,667,438863780.8131919,0.3745734423266869,0.9064220620299874,0.3745734423266869,1.0
40,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.625,253.875,716,481550441.34096086,716,24770692.65048537,0.021141967099030573,0.05143945581589973,0.021141967099030573,0.09534981744507698
43,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.375,253.375,666,484171556.7142042,666,180754171.39169678,0.15427500548721662,0.3733267039029969,0.15427500548721662,0.4517132730584295
39,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.375,253.875,668,484171556.7142416,668,235193712.48786774,0.20073955143195896,0.4857652400813772,0.20073955143195896,1.0
45,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.625,253.375,714,481550441.34092367,714,39361069.440066166,0.03359496025510739,0.08173820655311097,0.03359496025510739,0.08173820655311095
41,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.125,253.625,619,486783099.29954004,619,16172811.727719111,0.013803612933671978,0.0332238562739567,0.013803612933671978,0.16231706243880645
46,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.625,253.625,715,481550441.34096086,715,118303898.71932605,0.10097324163287082,0.24567291100364957,0.10097324163287082,0.2456729110036494
38,3025287,342545,1171636136.5268252,3025287,51.390033236189765,-106.34150728304175,8,1171636136.5268223,8,51.125,253.875,620,486783099.29954004,620,118215999.2964691,0.10089821883345673,0.24285148655854497,0.10089821883345673,1.0
380,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.625,247.375,498,491977276.8745155,498,3855838.7613669126,0.0032628535502204183,0.007837432626690987,0.003262853550220415,0.00783743262669099
383,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.875,247.625,547,489385021.7283366,547,413038084.1397921,0.3495174105086284,0.843994126916852,0.349517410508628,0.843994126916852
384,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,51.125,247.625,595,486783099.29954004,595,240883633.8828755,0.2038384042091289,0.4948479810196712,0.2038384042091287,0.7282230816027265
378,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.625,247.625,499,491977276.8745534,499,59845258.513896696,0.05064172189002626,0.12164232237326748,0.050641721890026206,0.12164232237326751
385,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,51.125,247.375,594,486783099.2995025,594,82824196.06520098,0.07008675385577859,0.17014599764122426,0.0700867538557785,0.5057078467828567
382,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.875,247.875,548,489385021.72829884,548,137428456.73789313,0.1162934852103579,0.28081868188886233,0.11629348521035777,0.28081868188886233
379,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.625,247.875,500,491977276.87451535,500,25251167.666717738,0.021367818305595605,0.05132588201458407,0.02136781830559558,0.05132588201458406
381,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,50.875,247.375,546,489385021.7282988,546,212000926.04810336,0.17939753631213812,0.43319864040670203,0.17939753631213792,0.4342766905551949
386,3025433,3426325,1181738224.5385902,3025433,50.91287787780041,-112.3992531563174,71,1181738224.5385902,71,51.125,247.875,596,486783099.2995025,596,6610662.722745204,0.005594016158127015,0.013580304518086544,0.005594016158127009,0.013580304518086549
983,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,51.125,246.625,591,486783099.29950243,591,26509234.1016788,0.0222193687110688,0.054458000164398675,0.02221936871106886,0.054458000164398654
982,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,51.125,246.875,592,486783099.29954004,592,263082771.78057903,0.220509317066707,0.5404517374558481,0.2205093170667076,0.5404517374558483
979,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,50.875,247.125,545,489385021.7283366,545,283834266.15773875,0.23790269414818907,0.5799815146678079,0.2379026941481897,0.5799815146678077
978,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,50.875,246.875,544,489385021.72833663,544,96434042.99905461,0.08082857277115232,0.1970514803630142,0.08082857277115255,0.19705148036301412
981,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,51.125,247.375,594,486783099.2995025,594,39258642.929803826,0.032905600328085816,0.08064914945958139,0.032905600328085906,0.23970536059316636
976,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,50.875,247.375,546,489385021.7282988,546,184468728.94963765,0.15461701716741186,0.37693987506641075,0.15461701716741227,0.37787792068886866
980,3025508,34284,1193068734.147832,3025508,50.99896837736342,-112.91496504011127,167,1193068734.147832,167,51.125,247.125,593,486783099.29954004,593,299481047.22933596,0.2510174298073824,0.6152248253077732,0.25101742980738306,0.6350652006876297
1110,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.625,245.125,489,491977276.87451535,489,138998077.78195614,0.11576192988754967,0.28252946694001324,0.11576192988754931,0.2884199673027671
1116,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.875,244.875,536,489385021.7283366,536,50481617.69293635,0.042042664051418974,0.10315317276089275,0.04204266405141884,0.10315317276089273
1121,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,51.125,245.625,587,486783099.29954004,587,181054398.0203306,0.15078774371499126,0.37194059999383733,0.1507877437149908,0.3719405999938374
1114,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.875,245.625,539,489385021.72833663,539,93881698.61313052,0.07818760364172526,0.19183606862664743,0.07818760364172501,0.19183606862664737
1119,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,51.125,245.875,588,486783099.2995025,588,65425759.91862032,0.054488611305977125,0.13440433739949112,0.05448861130597696,0.13440433739949106
1113,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.875,245.125,537,489385021.72829884,537,373713301.63441133,0.311240081245666,0.763638617942608,0.31124008124566505,0.7636386179426083
1109,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.625,244.875,488,491977276.8745534,488,43616671.92014344,0.03632532332330822,0.08865586678562193,0.03632532332330811,0.12194546752113689
1115,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.875,245.375,538,489385021.7283366,538,184384129.50411552,0.1535608478378766,0.37676700617631353,0.15356084783787613,0.37676700617631365
1117,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,51.125,245.375,586,486783099.29954004,586,28245274.447900593,0.0235235445875851,0.05802435312266249,0.023523544587585026,0.05802435312266254
1112,3025607,34288,1200723570.4948797,3025607,50.89045602626389,-114.67489767002057,193,1200723570.494876,193,50.875,245.875,540,489385021.72829884,540,40922640.961334825,0.0340816504039049,0.08362054240404322,0.0340816504039048,0.08362054240404317
1562,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.375,245.875,252,504791911.0652719,252,291608158.13424796,0.5763998667831571,0.5776799345275992,0.5763998667831549,0.5776799345275992
1564,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.625,245.875,300,502248690.66655284,300,116976253.04382682,0.2312181425329469,0.23290504329355902,0.23121814253294604,0.23290504329355877
1563,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.625,245.625,299,502248690.66659164,299,19493380.30114261,0.03853109556543785,0.03881220730564915,0.038531095565437705,0.03881220730564917
1565,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.625,246.125,301,502248690.66659164,301,13831700.741951954,0.027340080318930076,0.027539545645393963,0.027340080318929972,0.027539545645393956
1567,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.125,245.875,204,507325186.5628166,204,3728558.830633512,0.007369961207604207,0.007349445541812943,0.007369961207604179,0.011600055757799715
1560,3025816,3429941,505912951.99578416,3025816,49.4416278375643,-114.16329951423057,274,505912951.99579144,274,49.375,245.625,251,504791911.0653109,251,60274900.943990454,0.11914085359192754,0.11940544137640109,0.1191408535919271,0.12795900663833218
1455,3025858,3429621,171130735.00869054,3025858,49.40739629392653,-113.31990052452322,253,171130735.0086895,253,49.375,246.875,256,504791911.0653109,256,16773240.356182504,0.09801418988430577,0.03322802919084881,0.09801418988430577,0.033228029190848815
1458,3025858,3429621,171130735.00869054,3025858,49.40739629392653,-113.31990052452322,253,171130735.0086895,253,49.375,246.625,255,504791911.065272,255,152013747.46598077,0.8882901569858972,0.3011414092297621,0.8882901569858972,0.30114140922976224
1457,3025858,3429621,171130735.00869054,3025858,49.40739629392653,-113.31990052452322,253,171130735.0086895,253,49.625,246.625,303,502248690.66655284,303,2343747.186526229,0.013695653129797057,0.004666507310184832,0.013695653129797057,0.004666507310184829
918,3025995,342761,252681208.2353116,3025995,49.82740228962811,-111.58884419124111,158,252681208.23530826,158,49.875,248.625,359,499695571.0230118,359,48334457.2254361,0.19128631512805197,0.09672780794611088,0.19128631512805155,0.09796808327833907
920,3025995,342761,252681208.2353116,3025995,49.82740228962811,-111.58884419124111,158,252681208.23530826,158,49.875,248.125,357,499695571.0230504,357,12230647.149253856,0.04840346947313993,0.024476196825626198,0.048403469473139824,0.024476196825626205
919,3025995,342761,252681208.2353116,3025995,49.82740228962811,-111.58884419124111,158,252681208.23530826,158,49.875,248.375,358,499695571.02305037,358,192116103.8606189,0.7603102153988104,0.3844662930817868,0.7603102153988087,0.3876382584858502
1518,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,50.375,246.375,446,494559817.8566889,446,297497.35638686985,0.00046413240603261874,0.000601539683664873,0.0004641324060326184,0.0006015396836648731
1523,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,50.125,246.125,397,497132598.0372331,397,387438291.8729738,0.6044513093498799,0.7793459801321585,0.6044513093498795,0.7793459801321582
1521,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,49.875,246.375,350,499695571.02305037,350,16966386.52828993,0.026469646307761826,0.033953445882167504,0.02646964630776181,0.03395344588216751
1517,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,50.375,246.125,445,494559817.8566889,445,8378825.79498863,0.013071997086586145,0.0169419865756595,0.013071997086586136,0.016941986575659502
1524,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,50.125,245.875,396,497132598.0371947,396,43320830.7605245,0.06758581540491809,0.08714140036595085,0.06758581540491805,0.08714140036595085
1522,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,50.125,246.375,398,497132598.0372331,398,179942772.85295433,0.2807328210467041,0.3619613229214902,0.28073282104670394,0.3619613229214904
1520,3026210,342985,640975188.3732091,3026210,50.131254810932504,-113.82160403165622,264,640975188.3732119,264,49.875,246.125,349,499695571.02305037,349,4630583.207094212,0.007224278398118003,0.009266808584302238,0.0072242783981179975,0.009266808584302236
1304,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.375,247.375,450,494559817.8566507,450,21065585.031247627,0.05328956268682364,0.042594614990240746,0.05328956268682369,0.04259461499024075
1307,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.625,247.125,497,491977276.8745534,497,4153918.9710544106,0.01050815940196462,0.008443314694214213,0.01050815940196463,0.008443314694214214
1310,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.125,247.125,401,497132598.0372331,401,13693716.86968666,0.03464096451441218,0.027545401214387994,0.03464096451441221,0.027545401214387994
1309,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.625,247.375,498,491977276.8745155,498,405560.79563104565,0.0010259462250889445,0.0008243486329440549,0.0010259462250889453,0.0008243486329440553
1305,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.375,246.875,448,494559817.85668886,448,148392.92167090863,0.0003753892374663591,0.00030005050210914875,0.0003753892374663594,0.00030005050210914886
1306,3026395,3429221,395304145.29853404,3026395,50.37736811533999,-112.84831025303744,225,395304145.298537,225,50.375,247.125,449,494559817.8566889,449,355836970.70924604,0.9001599779342434,0.719502389521582,0.9001599779342442,0.7195023895215831
1065,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.625,245.375,490,491977276.87455344,490,82571012.73059873,0.0628564688929427,0.1678350131436112,0.06285646889294268,0.16783501314361154
1067,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.625,244.875,488,491977276.8745534,488,2446187.0006059986,0.001862138685540582,0.004972154437998035,0.001862138685540581,0.0068391604471606145
1075,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.375,245.125,441,494559817.85665065,441,163998637.3715759,0.12484254349724633,0.33160526077982194,0.12484254349724627,1.0
1072,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.125,245.125,393,497132598.0371947,393,2452157.9678238793,0.001866684032663985,0.0049326034492721245,0.0018666840326639841,1.0
1077,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.375,245.625,443,494559817.85668886,443,133805970.95384192,0.10185863746628622,0.27055568633482385,0.10185863746628618,0.2705556863348239
1066,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.625,245.625,491,491977276.8745534,491,159653316.9015603,0.12153470589272841,0.3245135993186723,0.12153470589272836,0.324513599318672
1076,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.375,245.375,442,494559817.85668886,442,464313567.9375776,0.35345468554274284,0.9388420797100102,0.3534546855427427,0.9388420797100102
1069,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.625,245.875,492,491977276.87451535,492,37272729.13497261,0.028373542505423226,0.07576107858428482,0.028373542505423212,0.07576107858428484
1074,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.125,245.375,394,497132598.0372331,394,123427384.90730953,0.09395802865196749,0.24827859889820653,0.09395802865196745,0.2938512457069426
1079,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.375,245.875,444,494559817.85665065,444,9000726.491255574,0.006851725151505103,0.01819946984424128,0.0068517251515051,0.01819946984424127
1068,3026457,342867,1313643833.083181,3026457,50.42865763953655,-114.61245114913105,183,1313643833.0831769,183,50.625,245.125,489,491977276.87451535,489,134702141.6860551,0.10254083968095336,0.27379748622091843,0.10254083968095332,0.2795059321730281
1427,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,48.875,246.625,159,509848471.7490951,159,180984663.0839097,0.3242911799449287,0.35497735721952944,0.32429117994492945,0.4757143144723491
1425,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,48.875,246.875,160,509848471.7491344,160,469063.94223705493,0.0008404761856928745,0.0009200065671038294,0.0008404761856928765,0.006853144559137273
1428,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,48.875,246.375,158,509848471.7491345,158,144618520.2238188,0.25912975036745645,0.2836500023775237,0.25912975036745706,0.2843943118267683
1424,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,49.125,246.875,208,507325186.5628557,208,59712413.95253888,0.10699364713048116,0.1177004720721484,0.10699364713048141,0.12229271305546412
1429,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,49.125,246.375,206,507325186.5628557,206,6107150.076742957,0.010942888036703536,0.012037939843119348,0.010942888036703562,0.012037939843119329
1426,3026664,3429491,558093078.9256928,3026664,48.9752673771623,-113.42527256056715,248,558093078.9256884,248,49.125,246.625,207,507325186.5628165,207,166201267.64643976,0.29780205833473505,0.3276030286855488,0.2978020583347358,0.3276030286855488
402,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.625,247.875,692,481550441.34092367,692,269305653.9905688,0.19360239186350417,0.5592470297413937,0.193602391863504,0.9851269331649886
398,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.375,248.125,645,484171556.7142416,645,447912859.0013379,0.3220021546674114,0.9251118798490188,0.3220021546674111,0.9251118798490189
400,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.625,248.125,693,481550441.34096086,693,305630159.78544736,0.21971588447288876,0.634679430330013,0.21971588447288856,0.7036770658220192
399,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.625,248.375,694,481550441.34096086,694,112660.60011401202,8.099110184895836e-05,0.00023395389234882438,8.099110184895829e-05,0.00023901818357521687
397,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.375,248.375,646,484171556.7142416,646,47516767.70731436,0.034159549736303495,0.09814035345194552,0.03415954973630347,0.0981403534519455
401,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.625,247.625,691,481550441.34096086,691,51041394.93906803,0.036693385370213535,0.10599387012694744,0.0366933853702135,0.1844526940632558
395,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.375,247.875,644,484171556.71420425,644,131118579.10895737,0.09426044406081137,0.2708101648902803,0.09426044406081129,0.29618978235400745
394,3026990,342634,1391024415.5477054,3026990,51.46252517901793,-111.9576100914716,73,1391024415.547706,73,51.125,248.125,597,486783099.29954004,597,138386340.41489938,0.09948519872701929,0.28428747960648465,0.0994851987270192,0.28428747960648465
428,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.125,246.625,591,486783099.29950243,591,295258165.47045976,0.5236583472004879,0.6065497464791739,0.5236583472004869,0.6065497464791737
426,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.375,246.875,640,484171556.7142416,640,47891773.44636463,0.08493897835971155,0.0989148841608438,0.08493897835971138,0.0989148841608438
425,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.125,246.875,592,486783099.29954004,592,215200937.99667,0.3816719762102755,0.4420879408227913,0.3816719762102747,0.4420879408227915
429,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.375,246.625,639,484171556.7142042,639,2804753.653653075,0.004974401504650153,0.00579289223986501,0.0049744015046501435,0.005792892239865012
427,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.375,247.125,641,484171556.7142416,641,555497.4869258141,0.0009852086407639072,0.0011473154075708522,0.0009852086407639053,0.001147315407570852
424,3027368,3426421,563837408.5869745,3027368,51.17717248529034,-113.25631643479338,78,563837408.5869716,78,51.125,247.125,593,486783099.29954004,593,2126280.532899492,0.0037710880841130183,0.0043680245595196674,0.003771088084113011,0.004508888912459177
848,3027598,3427421,21945959.7710402,3027598,50.02661023539391,-110.60993137862721,147,21945959.771040052,147,49.875,249.375,362,499695571.0230504,362,326746.8533107794,0.014888701916876535,0.0006538918338655975,0.014888701916876532,0.0006538918338655975
849,3027598,3427421,21945959.7710402,3027598,50.02661023539391,-110.60993137862721,147,21945959.771040052,147,50.125,249.375,410,497132598.0372331,410,21619212.917729277,0.9851112980831237,0.04348781995605545,0.9851112980831235,0.04348781995605544
579,3028180,3426563,100557657.11566338,3028180,52.39338132976205,-113.02968525487779,103,100557657.11566636,103,52.375,246.875,832,473630135.82255274,832,74039599.83240366,0.7362900246098582,0.15632366741997783,0.7362900246098582,0.15632366741997789
578,3028180,3426563,100557657.11566338,3028180,52.39338132976205,-113.02968525487779,103,100557657.11566636,103,52.375,247.125,833,473630135.82255274,833,26518057.283262704,0.2637099753901419,0.05598895694677205,0.2637099753901419,0.06297061275518905
1032,3028312,3428621,350855824.22022974,3028312,50.72037332391646,-114.05815798655479,176,350855824.220234,176,50.625,245.875,492,491977276.87451535,492,176528001.93671185,0.5031354469575637,0.35881332377417385,0.503135446957564,0.3588133237741739
1035,3028312,3428621,350855824.22022974,3028312,50.72037332391646,-114.05815798655479,176,350855824.220234,176,50.875,245.875,540,489385021.72829884,540,66691238.87292567,0.1900816069425236,0.1362756028727661,0.19008160694252368,0.13627560287276602
1033,3028312,3428621,350855824.22022974,3028312,50.72037332391646,-114.05815798655479,176,350855824.220234,176,50.625,246.125,493,491977276.8745534,493,73432870.79573193,0.2092964281238146,0.14926069606758724,0.2092964281238147,0.14926069606758727
1034,3028312,3428621,350855824.22022974,3028312,50.72037332391646,-114.05815798655479,176,350855824.220234,176,50.875,246.125,541,489385021.7283366,541,34203712.61486437,0.09748651797609757,0.06989121263676774,0.09748651797609761,0.06989121263676774
151,3028999,342563,309639649.26926106,3028999,49.94572461952045,-108.40467075509116,26,309639649.26925695,26,50.125,251.375,418,497132598.0371947,418,5537.904461159815,1.7884997849045343e-05,1.1139692876759364e-05,1.788499784904537e-05,1.0
152,3028999,342563,309639649.26926106,3028999,49.94572461952045,-108.40467075509116,26,309639649.26925695,26,50.125,251.625,419,497132598.03727156,419,55616699.58668147,0.17961749962556703,0.1118749802492568,0.17961749962556728,0.5629147864759744
150,3028999,342563,309639649.26926106,3028999,49.94572461952045,-108.40467075509116,26,309639649.26925695,26,49.875,251.625,371,499695571.02308893,371,223731379.49633414,0.7225540399116699,0.44773536623160587,0.7225540399116709,0.47248436768127217
149,3028999,342563,309639649.26926106,3028999,49.94572461952045,-108.40467075509116,26,309639649.26925695,26,49.875,251.375,370,499695571.0230118,370,30286032.28177973,0.0978105754649126,0.060608966815087116,0.09781057546491274,0.0803417090150992
1417,3029043,342947,87873408.4609089,3029043,49.14165223801788,-113.25673843580718,246,87873408.46091165,246,49.125,246.625,207,507325186.5628165,207,43304448.18713149,0.49280492182563307,0.08535836448516157,0.49280492182563274,0.08535836448516157
1416,3029043,342947,87873408.4609089,3029043,49.14165223801788,-113.25673843580718,246,87873408.46091165,246,49.125,246.875,208,507325186.5628557,208,44568960.27378022,0.5071950781743676,0.08785087248621805,0.5071950781743673,0.09127849150888397
1473,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.375,246.125,253,504791911.0653109,253,123128220.11637208,0.22827471809914993,0.24391876616351232,0.22827471809915006,0.24391876616351227
1472,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.625,246.625,303,502248690.66655284,303,42019533.08829336,0.07790250733196981,0.08366280264967477,0.07790250733196985,0.08366280264967471
1474,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.375,246.375,254,504791911.0653109,254,276733091.0831835,0.5130519087826916,0.5482122138192886,0.5130519087826919,0.5482122138192884
1475,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.375,246.625,255,504791911.065272,255,93361878.58625878,0.17308913013883043,0.18495121760020963,0.1730891301388305,0.18495121760020972
1478,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.625,246.375,302,502248690.66659164,302,61533.31430728358,0.00011408026497845734,0.00012251562911117934,0.00011408026497845741,0.00012251562911117937
1476,3029175,342963,539386144.6491535,3029175,49.410726682535056,-113.6308191279157,256,539386144.6491503,256,49.375,245.875,252,504791911.0652719,252,4081888.46073492,0.007567655382379223,0.008086279457451752,0.007567655382379228,0.008086279457451752
614,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.625,245.625,875,470971207.8361844,875,23179961.219372857,0.05813932746655719,0.04921736368104147,0.058139327466557145,0.04921736368104149
608,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.375,245.875,828,473630135.82251614,828,182353787.1495737,0.4573746455190478,0.3850130584129624,0.4573746455190474,0.38501305841296246
610,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.375,245.625,827,473630135.82255274,827,27488277.217742965,0.06894532460728166,0.058037432879992135,0.0689453246072816,0.05803743287999215
607,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.375,246.125,829,473630135.82255274,829,151012580.5327353,0.37876551164480665,0.31884073480770386,0.3787655116448063,0.41775900217345824
609,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.375,246.375,830,473630135.82255274,830,5262.899896446378,1.32002576539032e-05,1.1111834949662374e-05,1.3200257653903188e-05,1.3601264631246155e-05
613,3029271,3426581,398696755.3538798,3029271,52.41675141539138,-114.06255390200077,109,398696755.35387635,109,52.625,245.875,876,470971207.8361479,876,14656886.334555449,0.036761990504653716,0.03112055703340281,0.03676199050465368,0.03459648086170965
