,S_1_ID,S_1_area_cor,S_1_area_org,S_1_lake,ID_t,lat_t,lon_t,order_t,AS1,IDS1,lat_s,lon_s,ID_s,AS2,IDS2,AINT,AP1,AP2,weight,AP2N
130,3004802,303945656.75139236,303945656.7513933,0,31,50.67250088339936,-108.58831735768285,31,303945656.75139236,31,50.625,251.375,514,491977276.87451535,514,251453685.02267498,0.8272981680680754,0.5111083313037061,0.8272981680680767,0.9057011459946777
131,3004802,303945656.75139236,303945656.7513933,0,31,50.67250088339936,-108.58831735768285,31,303945656.75139236,31,50.625,251.625,515,491977276.8745914,515,31206247.038579054,0.1026704818621696,0.0634302609194159,0.10267048186216975,0.07618351312927002
134,3004929,305194275.8429841,305194275.8429868,0,32,49.80074453408547,-114.50215581820672,32,305194275.8429841,32,49.625,245.375,298,502248690.66659164,298,15031545.799043423,0.04925238442799901,0.029928491757924426,0.04925238442799899,0.04599992752527454
135,3004929,305194275.8429841,305194275.8429868,0,32,49.80074453408547,-114.50215581820672,32,305194275.8429841,32,49.625,245.625,299,502248690.66659164,299,23183923.233018816,0.0759644759685678,0.04616024623627944,0.07596447596856777,0.046160246236279456
136,3004929,305194275.8429841,305194275.8429868,0,32,49.80074453408547,-114.50215581820672,32,305194275.8429841,32,49.875,245.375,346,499695571.02305037,346,136484829.8549652,0.4472063883831941,0.2731359607121059,0.4472063883831939,0.4167343643007264
137,3004929,305194275.8429841,305194275.8429868,0,32,49.80074453408547,-114.50215581820672,32,305194275.8429841,32,49.875,245.625,347,499695571.0230504,347,130493976.95595679,0.4275767512202396,0.2611469553127923,0.4275767512202394,0.2611469553127924
140,3005193,311423225.7944427,311423225.7944444,0,33,49.45271231553837,-114.4821513055257,33,311423225.7944427,33,49.625,245.375,298,502248690.66659164,298,39295737.076842554,0.12618113814921436,0.07823960083338134,0.12618113814921425,0.12025383694749699
141,3005193,311423225.7944427,311423225.7944444,0,33,49.45271231553837,-114.4821513055257,33,311423225.7944427,33,49.625,245.625,299,502248690.66659164,299,18295166.23351194,0.05874695500581516,0.036426508567359996,0.0587469550058151,0.03642650856736001
138,3005193,311423225.7944427,311423225.7944444,0,33,49.45271231553837,-114.4821513055257,33,311423225.7944427,33,49.375,245.625,251,504791911.0653109,251,155963333.31126675,0.5008082904330698,0.3089655953125761,0.5008082904330694,0.33109823309469155
139,3005193,311423225.7944427,311423225.7944444,0,33,49.45271231553837,-114.4821513055257,33,311423225.7944427,33,49.375,245.375,250,504791911.06531096,250,97868989.17282173,0.3142636164119015,0.19387986817435204,0.3142636164119012,1.0
145,3005337,315585715.3497492,315585715.3497514,0,34,52.09741030180454,-113.84094969633735,34,315585715.3497492,34,52.125,246.125,781,476279682.92013264,781,278495654.8707689,0.8824723088690023,0.5847313350913393,0.882472308869003,0.5847313350913388
143,3005337,315585715.3497492,315585715.3497514,0,34,52.09741030180454,-113.84094969633735,34,315585715.3497492,34,51.875,246.125,733,478919800.7914906,733,11576303.043084042,0.036681961445100754,0.024171694350395144,0.03668196144510078,0.024171694350395144
144,3005337,315585715.3497492,315585715.3497514,0,34,52.09741030180454,-113.84094969633735,34,315585715.3497492,34,52.125,246.375,782,476279682.92013264,782,23661868.58984016,0.07497762870419149,0.04968061716335698,0.07497762870419154,0.04968061716335696
146,3005337,315585715.3497492,315585715.3497514,0,34,52.09741030180454,-113.84094969633735,34,315585715.3497492,34,52.375,246.125,829,473630135.82255274,829,1851888.8460558625,0.005868100981704761,0.003909989474887804,0.0058681009817047654,0.005123038317305954
150,3005626,318977473.64869225,318977473.64869475,0,35,51.369585554230454,-115.09407842231788,35,318977473.64869225,35,51.375,245.125,633,484171556.71420425,633,92011394.23907784,0.2884573421018913,0.19003882603824687,0.2884573421018911,0.19003882603824693
149,3005626,318977473.64869225,318977473.64869475,0,35,51.369585554230454,-115.09407842231788,35,318977473.64869225,35,51.375,244.625,631,484171556.71420425,631,50625403.924068704,0.15871153327844492,0.10456087975847735,0.1587115332784448,0.10456087976905037
148,3005626,318977473.64869225,318977473.64869475,0,35,51.369585554230454,-115.09407842231788,35,318977473.64869225,35,51.375,244.875,632,484171556.7142416,632,176340675.48554596,0.5528311246196645,0.36421114177432434,0.5528311246196642,0.3642111417743242
151,3005657,321169243.4995413,321169243.4995391,0,36,51.12336493875385,-109.21618747674869,36,321169243.4995413,36,51.125,250.625,607,486783099.29954004,607,114692670.95706461,0.3571097584169152,0.2356135024451392,0.35710975841691633,0.3145809881407228
152,3005657,321169243.4995413,321169243.4995391,0,36,51.12336493875385,-109.21618747674869,36,321169243.4995413,36,51.125,250.875,608,486783099.2995025,608,206471178.37589392,0.6428734461809972,0.4241543691081572,0.6428734461809992,0.6851210835974902
153,3005657,321169243.4995413,321169243.4995391,0,36,51.12336493875385,-109.21618747674869,36,321169243.4995413,36,51.375,250.625,655,484171556.7142416,655,5394.166581736771,1.6795402084460417e-05,1.114102327353445e-05,1.6795402084460468e-05,1.0
160,3005692,320301404.38548905,320301404.385487,0,37,49.04023880874111,-113.14557892331396,37,320301404.38548905,37,48.875,246.625,159,509848471.7490951,159,34246200.384850435,0.10691867071439518,0.06716936949396911,0.1069186707143952,0.09001540496173788
156,3005692,320301404.38548905,320301404.385487,0,37,49.04023880874111,-113.14557892331396,37,320301404.38548905,37,48.875,246.875,160,509848471.7491344,160,67976003.60148689,0.21222511881239345,0.13332589459037109,0.2122251188123935,0.9931468554408627
158,3005692,320301404.38548905,320301404.385487,0,37,49.04023880874111,-113.14557892331396,37,320301404.38548905,37,49.125,247.125,209,507325186.5628557,209,2819140.776820073,0.008801524870703287,0.005556871315457136,0.008801524870703289,0.012723566488203756
155,3005692,320301404.38548905,320301404.385487,0,37,49.04023880874111,-113.14557892331396,37,320301404.38548905,37,49.125,246.875,208,507325186.5628557,208,215260059.62233156,0.6720546856025078,0.42430390866403717,0.6720546856025079,0.4408586918730088
161,3005839,322988212.15866584,322988212.15866846,0,38,49.24939279002759,-113.4214523960392,38,322988212.15866584,38,49.125,246.625,207,507325186.5628165,207,119670323.57586731,0.37050987952798736,0.23588484614108518,0.37050987952798753,0.23588484614108518
164,3005839,322988212.15866584,322988212.15866846,0,38,49.24939279002759,-113.4214523960392,38,322988212.15866584,38,49.125,246.375,206,507325186.5628557,206,49088642.10137288,0.15198276671861452,0.0967597182271789,0.15198276671861458,0.09675971822717874
163,3005839,322988212.15866584,322988212.15866846,0,38,49.24939279002759,-113.4214523960392,38,322988212.15866584,38,49.375,246.625,255,504791911.065272,255,154229246.48142552,0.4775073537533977,0.3055303444858152,0.4775073537533979,0.3055303444858153
170,3005921,324425098.6896025,324425098.6896056,0,39,51.142816466649634,-111.7947081979196,39,324425098.6896025,39,51.375,248.125,645,484171556.7142416,645,22518897.844827943,0.06941170068464142,0.046510162632536906,0.06941170068464143,0.04651016263253691
167,3005921,324425098.6896025,324425098.6896056,0,39,51.142816466649634,-111.7947081979196,39,324425098.6896025,39,51.125,248.375,598,486783099.29954004,598,46022048.96747345,0.14185723963208402,0.09454323503362627,0.14185723963208405,0.09454323503362623
168,3005921,324425098.6896025,324425098.6896056,0,39,51.142816466649634,-111.7947081979196,39,324425098.6896025,39,51.125,248.125,597,486783099.29954004,597,219253239.88060302,0.6758208312679782,0.45041259689602825,0.6758208312679783,0.4504125968960283
166,3005921,324425098.6896025,324425098.6896056,0,39,51.142816466649634,-111.7947081979196,39,324425098.6896025,39,50.875,248.125,549,489385021.72833663,549,18450684.24213102,0.0568719384432828,0.03770177554059514,0.05687193844328281,0.03770177554059514
169,3005921,324425098.6896025,324425098.6896056,0,39,51.142816466649634,-111.7947081979196,39,324425098.6896025,39,51.375,248.375,646,484171556.7142416,646,18180227.754567012,0.05603828997201341,0.03754914451799777,0.05603828997201342,0.03754914451799776
172,3005939,324468514.61615574,324468514.61615705,0,40,51.2443628347553,-114.22987640763071,40,324468514.61615574,40,51.125,245.625,587,486783099.29954004,587,68630123.1101977,0.2115155092671679,0.14098707044051753,0.21151550926716806,0.14098707044051753
173,3005939,324468514.61615574,324468514.61615705,0,40,51.2443628347553,-114.22987640763071,40,324468514.61615574,40,51.375,245.625,635,484171556.7142416,635,58242359.775759816,0.1795008056318197,0.12029281556936748,0.17950080563181983,0.12029281556936751
171,3005939,324468514.61615574,324468514.61615705,0,40,51.2443628347553,-114.22987640763071,40,324468514.61615574,40,51.125,245.875,588,486783099.2995025,588,116572925.54087855,0.3592734588709897,0.23947611514991168,0.35927345887099,0.23947611514991157
174,3005939,324468514.61615574,324468514.61615705,0,40,51.2443628347553,-114.22987640763071,40,324468514.61615574,40,51.375,245.875,636,484171556.71420425,636,81023106.18931943,0.24971022623002195,0.16734379594534005,0.24971022623002215,0.16734379594534027
175,3005979,323218623.3714794,323218623.3714801,0,41,50.99010630820472,-113.88806130115304,41,323218623.3714794,41,50.875,246.125,541,489385021.7283366,541,174437142.07468438,0.5396877823905633,0.35644152217538955,0.5396877823905621,0.35644152217538955
176,3005979,323218623.3714794,323218623.3714801,0,41,50.99010630820472,-113.88806130115304,41,323218623.3714794,41,51.125,246.125,589,486783099.29954004,589,148781481.29679567,0.4603122176094388,0.305642249106195,0.46031221760943786,0.3056422491061951
179,3006402,331533176.0011799,331533176.0011801,0,42,49.075182974212765,-113.47815326670266,42,331533176.0011799,42,49.125,246.625,207,507325186.5628165,207,157669446.45355943,0.47557667789180263,0.31078576548069126,0.47557667789180347,0.31078576548069126
182,3006402,331533176.0011799,331533176.0011801,0,42,49.075182974212765,-113.47815326670266,42,331533176.0011799,42,49.125,246.375,206,507325186.5628557,206,100184517.11724624,0.30218549565878045,0.19747593805858435,0.302185495658781,0.19747593805858404
177,3006402,331533176.0011799,331533176.0011801,0,42,49.075182974212765,-113.47815326670266,42,331533176.0011799,42,49.125,246.875,208,507325186.5628557,208,838946.0994473798,0.0025305042154948445,0.001653665383994172,0.002530504215494849,0.00171818534568484
181,3006402,331533176.0011799,331533176.0011801,0,42,49.075182974212765,-113.47815326670266,42,331533176.0011799,42,48.875,246.375,158,509848471.7491345,158,72840266.33092622,0.21970732223392025,0.14286649929739614,0.21970732223392064,0.14324138695654032
183,3006495,330426590.2354382,330426590.2354364,0,43,51.642441235419454,-112.67194004038923,43,330426590.2354382,43,51.625,247.625,691,481550441.34096086,691,1105867.1197546462,0.003346786101465638,0.002296472030375815,0.0033467861014656393,0.003996367453480144
184,3006495,330426590.2354382,330426590.2354364,0,43,51.642441235419454,-112.67194004038923,43,330426590.2354382,43,51.625,247.375,690,481550441.34092367,690,276662482.90962905,0.837288799041564,0.5745244094039986,0.8372887990415643,0.6130248379314727
185,3006495,330426590.2354382,330426590.2354364,0,43,51.642441235419454,-112.67194004038923,43,330426590.2354382,43,51.625,247.125,689,481550441.34096086,689,49995795.47910861,0.15130681657152714,0.10382255146498595,0.1513068165715272,0.1133352606357244
186,3006495,330426590.2354382,330426590.2354364,0,43,51.642441235419454,-112.67194004038923,43,330426590.2354382,43,51.875,247.375,738,478919800.7914536,738,2662444.7269458342,0.00805759828544297,0.005559270513655793,0.008057598285442974,0.02280381620968319
191,3006794,337965972.39738345,337965972.39738345,0,44,50.25051708385205,-112.26328535234794,44,337965972.39738345,44,50.125,247.875,404,497132598.0371947,404,142345734.0799821,0.42118362706826207,0.2863335348395963,0.4211836270682622,0.2863335348395962
189,3006794,337965972.39738345,337965972.39738345,0,44,50.25051708385205,-112.26328535234794,44,337965972.39738345,44,50.375,247.625,451,494559817.8566889,451,127834765.04195389,0.3782474434782583,0.25848190739789784,0.3782474434782584,0.25848190739789795
192,3006794,337965972.39738345,337965972.39738345,0,44,50.25051708385205,-112.26328535234794,44,337965972.39738345,44,50.125,247.625,403,497132598.0372331,403,50027286.311884604,0.14802462495562146,0.10063167555175646,0.1480246249556215,0.10063167555175646
190,3006794,337965972.39738345,337965972.39738345,0,44,50.25051708385205,-112.26328535234794,44,337965972.39738345,44,50.375,247.875,452,494559817.85665065,452,17758186.963562798,0.052544304497858026,0.035907055774414026,0.05254430449785804,0.03590705577441397
194,3006967,339586153.4451711,339586153.44517493,0,45,51.43515304460352,-114.52968381152083,45,339586153.4451711,45,51.625,245.375,682,481550441.34096086,682,42920.53111314655,0.0001263906984360492,8.912987597649557e-05,0.00012639069843604903,8.91298759764956e-05
196,3006967,339586153.4451711,339586153.44517493,0,45,51.43515304460352,-114.52968381152083,45,339586153.4451711,45,51.375,245.625,635,484171556.7142416,635,118620735.17566422,0.349309693496724,0.24499732280984496,0.3493096934967236,0.24499732280984501
198,3006967,339586153.4451711,339586153.44517493,0,45,51.43515304460352,-114.52968381152083,45,339586153.4451711,45,51.625,245.625,683,481550441.34096086,683,35970611.11123824,0.10592484630574309,0.07469749380993573,0.10592484630574295,0.0746974938099357
197,3006967,339586153.4451711,339586153.44517493,0,45,51.43515304460352,-114.52968381152083,45,339586153.4451711,45,51.375,245.125,633,484171556.71420425,633,12526307.220253427,0.03688697873329484,0.025871629686928157,0.036886978733294794,0.025871629686928164
195,3006967,339586153.4451711,339586153.44517493,0,45,51.43515304460352,-114.52968381152083,45,339586153.4451711,45,51.375,245.375,634,484171556.7142416,634,172425579.40690252,0.5077520907658033,0.356124966483044,0.5077520907658026,0.3561249664830438
200,3007073,342899762.8837262,342899762.8837288,0,46,50.06021346484631,-112.48956928643292,46,342899762.8837262,46,49.875,247.375,354,499695571.0230118,354,1661556.9722979548,0.0048456054863513336,0.00332513848160851,0.00484560548635133,0.003325138481608509
202,3007073,342899762.8837262,342899762.8837288,0,46,50.06021346484631,-112.48956928643292,46,342899762.8837262,46,50.125,247.375,402,497132598.0371947,402,146342719.2799456,0.42677987890463764,0.294373613514269,0.42677987890463737,0.294373613514269
199,3007073,342899762.8837262,342899762.8837288,0,46,50.06021346484631,-112.48956928643292,46,342899762.8837262,46,49.875,247.625,355,499695571.02305037,355,65921470.6907918,0.19224705825517033,0.13192326391011963,0.1922470582551702,0.1319232639101196
201,3007073,342899762.8837262,342899762.8837288,0,46,50.06021346484631,-112.48956928643292,46,342899762.8837262,46,50.125,247.625,403,497132598.0372331,403,128974015.94069102,0.37612745735384134,0.259435845587079,0.37612745735384107,0.259435845587079
205,3007295,346071996.5196907,346071996.5196901,0,47,50.04583326664381,-114.58514353843347,47,346071996.5196907,47,50.125,245.625,395,497132598.0372331,395,9250848.458125878,0.026730993987257003,0.018608412513381446,0.026730993987257028,0.01860841251338145
206,3007295,346071996.5196907,346071996.5196901,0,47,50.04583326664381,-114.58514353843347,47,346071996.5196907,47,50.125,245.375,394,497132598.0372331,394,227113724.05704415,0.6562614899241693,0.4568473782522592,0.6562614899241699,0.5407037569614176
203,3007295,346071996.5196907,346071996.5196901,0,47,50.04583326664381,-114.58514353843347,47,346071996.5196907,47,49.875,245.375,346,499695571.02305037,346,69785987.57811192,0.2016516455533011,0.1396570064354098,0.20165164555330126,0.2130802317104905
204,3007295,346071996.5196907,346071996.5196901,0,47,50.04583326664381,-114.58514353843347,47,346071996.5196907,47,49.875,245.625,347,499695571.0230504,347,39921436.426408425,0.11535587053527166,0.07989151543744,0.11535587053527176,0.07989151543744004
